title,date,quote_text,status,url
Nunes Marques cita dados falsos e distorcidos ao defender igrejas abertas na pandemia,"8 de abril de 2021, 19h46",Não é nos cultos e nas missas que a pandemia ganha força.,FALSO,https://www.aosfatos.org/noticias/nunes-marques-cita-dados-falsos-e-distorcidos-ao-defender-igrejas-abertas-na-pandemia/
Nunes Marques cita dados falsos e distorcidos ao defender igrejas abertas na pandemia,"8 de abril de 2021, 19h46","Sobre esses graves problemas de saúde mental, senhores ministros, tenho informações de que o número de suicídios no país está em níveis altíssimos.",INSUSTENTÁVEL,https://www.aosfatos.org/noticias/nunes-marques-cita-dados-falsos-e-distorcidos-ao-defender-igrejas-abertas-na-pandemia/
Mandetta falseia fatos sobre a sua gestão na Saúde em depoimento à CPI da Covid-19,"4 de maio de 2021, 18h10",E todos os 15 mil [respiradores encomendados na China] foram entregues,FALSO,https://www.aosfatos.org/noticias/mandetta-falseia-fatos-sobre-sua-gestao-na-saude-em-depoimento-cpi-da-covid-19/
Mandetta falseia fatos sobre a sua gestão na Saúde em depoimento à CPI da Covid-19,"4 de maio de 2021, 18h10","Máscaras. Apenas máscaras [exportamos para a Itália]. 3 milhões de máscaras. (...) Respirador, não.",FALSO,https://www.aosfatos.org/noticias/mandetta-falseia-fatos-sobre-sua-gestao-na-saude-em-depoimento-cpi-da-covid-19/
"Na CPI, Teich desinforma ao se eximir de responsabilidade sobre cloroquina","5 de maio de 2021, 17h17","Eu não participei disso [produção de cloroquina]. Se aconteceu alguma coisa, foi fora do meu conhecimento. Ali eu tinha uma posição muito clara em relação não só sobre a cloroquina, mas a qualquer medicamento. Não fui consultado [...] Do que eu vivi naquele período, a gente nem falava em cloroquina [...] Foi um assunto que não chegou a mim, a produção da cloroquina",FALSO,https://www.aosfatos.org/noticias/na-cpi-teich-desinforma-ao-se-eximir-de-responsabilidade-sobre-cloroquina/
Queiroga cita dados falsos de vacinação e exagera ao dizer que Bolsonaro apoia imunizantes,"6 de maio de 2021, 15h16",Mais de 77 milhões de doses de vacinas já foram distribuídas para secretarias estaduais e municipais.,FALSO,https://www.aosfatos.org/noticias/queiroga-cita-dados-falsos-de-vacinacao-e-exagera-ao-dizer-que-bolsonaro-apoia-imunizantes/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10",Jamais provoquei nenhum atrito com a China.,FALSO,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10",O Brasil foi o primeiro país que recebeu vacinas exportadas pela Índia.,FALSO,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10","A OMS, em certo momento, disse que o vírus não era transmissível entre humanos. Isso está documentado, se me permite citar algumas datas, em 23 de janeiro. Depois, em 4 de fevereiro, a OMS disse: ""Sim, é transmissível entre humanos"".",FALSO,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Nise Yamaguchi defende 'tratamento precoce' com informações enganosas","1 de junho de 2021, 14h24",Eu nunca tive encontros privados com o presidente Bolsonaro.,FALSO,https://www.aosfatos.org/noticias/na-cpi-nise-yamaguchi-defende-tratamento-precoce-com-informacoes-enganosas/
"Ao defender 'tratamento precoce', Heinze falseia fatos e distorce dados na CPI da Covid-19","2 de junho de 2021, 17h06","A segunda [questão sobre a cloroquina], senador Omar, foi no seu estado, em Manaus, num hospital que acho que leva o nome da sua mãe, onde tem 22 pessoas que faleceram em cima de uma superdosagem.",FALSO,https://www.aosfatos.org/noticias/ao-defender-tratamento-precoce-heinze-falseia-fatos-e-distorce-dados-na-cpi-da-covid-19/
"De volta à CPI, Queiroga distorce dados para defender Copa América e atuação do governo","8 de junho de 2021, 15h13","Campeonato Brasileiro de futebol aconteceu com mais de cem partidas, dentro de um ambiente controlado, sem público nos estádios, e houve apenas um caso positivo [de Covid-19]...",FALSO,https://www.aosfatos.org/noticias/de-volta-cpi-queiroga-distorce-dados-para-defender-copa-america-e-atuacao-do-governo/
"De volta à CPI, Queiroga distorce dados para defender Copa América e atuação do governo","8 de junho de 2021, 15h13","O que coloca o Brasil em uma posição, que está entre os cinco países que mais doses de vacinas distribuiu com a sua população.",INSUSTENTÁVEL,https://www.aosfatos.org/noticias/de-volta-cpi-queiroga-distorce-dados-para-defender-copa-america-e-atuacao-do-governo/
"Na CPI da Covid-19, Elcio Franco contradiz ações do governo para compra de vacinas","9 de junho de 2021, 17h06",A orientação [de Bolsonaro e de Pazuello] era que nós adquiríssemos a maior quantidade de doses desde que garantida a segurança e eficácia pela Anvisa.,CONTRADITÓRIO,https://www.aosfatos.org/noticias/na-cpi-da-covid-19-elcio-franco-contradiz-acoes-do-governo-para-compra-de-vacinas/
"Na CPI da Covid-19, Elcio Franco contradiz ações do governo para compra de vacinas","9 de junho de 2021, 17h06",Hoje o Brasil figura entre os países que mais imunizaram no mundo.,IMPRECISO,https://www.aosfatos.org/noticias/na-cpi-da-covid-19-elcio-franco-contradiz-acoes-do-governo-para-compra-de-vacinas/
"Na CPI da Covid-19, Elcio Franco contradiz ações do governo para compra de vacinas","9 de junho de 2021, 17h06","Foram disponibilizados 24,5 bilhões de reais que garantiram 562 milhões de doses de vacinas até março de 2021.",IMPRECISO,https://www.aosfatos.org/noticias/na-cpi-da-covid-19-elcio-franco-contradiz-acoes-do-governo-para-compra-de-vacinas/
Osmar Terra mente à CPI ao falar de imunidade de rebanho e decisões do STF,"22 de junho de 2021, 12h09",Eu não defendo imunidade de rebanho.,FALSO,https://www.aosfatos.org/noticias/osmar-terra-mente-cpi-ao-falar-de-imunidade-de-rebanho-e-decisoes-do-stf/
"Bolsonaro promete provas de fraude, mas apresenta alegações já desmentidas sobre as urnas eletrônicas","29 de julho de 2021, 21h42","E outros [indícios de fraude] também de pessoas que, no dia das eleições, foram votar e o nome do seu candidato não apareceu na tela. Por incrível que pareça, as reclamações só tinham uma mão: queriam votar no 17 e apareciam nulo ou automaticamente o 13. Quem queria votar no 13 não aparecia 17 e nem nulo.",FALSO,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/
"Bolsonaro promete provas de fraude, mas apresenta alegações já desmentidas sobre as urnas eletrônicas","29 de julho de 2021, 21h42","Com 0,39% das urnas apuradas [nas eleições municipais de São Paulo], o sistema travou. Daí, nós pegamos do primeiro ao oitavo candidato mais votado. Olha, 0,39%. (...). Quando o sistema voltou a funcionar lá na frente, já com quase 100% [do resultado eleitoral] apurado, a ordem dos candidatos permaneceu exatamente a mesma.",FALSO,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/
"Bolsonaro promete provas de fraude, mas apresenta alegações já desmentidas sobre as urnas eletrônicas","29 de julho de 2021, 21h42","Você, em 4 horas de apuração [do segundo turno das eleições de 2014], 240 minutos [Dilma e Aécio se intercalaram na primeira posição], 240 vezes você jogar uma moeda pra cima, hora da cara, hora dá coroa, hora da cara, hora dá coroa…",FALSO,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/
"No Roda Viva, Doria mente ao negar declaração de que policiais iam atirar para matar","24 de agosto de 2021, 15h07",Eu não falei para atirar para matar. Eu disse que a polícia de São Paulo agiria como tem agido: com eficiência no combate à criminalidade.,FALSO,https://www.aosfatos.org/noticias/no-roda-viva-doria-mente-ao-negar-declaracao-de-que-policiais-iam-atirar-para-matar/
"No Roda Viva, Doria mente ao negar declaração de que policiais iam atirar para matar","24 de agosto de 2021, 15h07","Os dados [de eficácia da CoronaVac] não são meus nem do Butantan, são da Anvisa. Nós só reproduzimos as informações que a Anvisa forneceu.",FALSO,https://www.aosfatos.org/noticias/no-roda-viva-doria-mente-ao-negar-declaracao-de-que-policiais-iam-atirar-para-matar/
"No Roda Viva, Doria mente ao negar declaração de que policiais iam atirar para matar","24 de agosto de 2021, 15h07",São Paulo foi o primeiro estado que (...) tomou a decisão de voltar às aulas.,FALSO,https://www.aosfatos.org/noticias/no-roda-viva-doria-mente-ao-negar-declaracao-de-que-policiais-iam-atirar-para-matar/
"No Roda Viva, Doria mente ao negar declaração de que policiais iam atirar para matar","24 de agosto de 2021, 15h07",[São Paulo] foi o primeiro estado a tornar obrigatório o uso de máscara.,FALSO,https://www.aosfatos.org/noticias/no-roda-viva-doria-mente-ao-negar-declaracao-de-que-policiais-iam-atirar-para-matar/
"No Roda Viva, Doria mente ao negar declaração de que policiais iam atirar para matar","24 de agosto de 2021, 15h07","São Paulo é o estado que mais vacina, percentualmente e numericamente também.",VERDADEIRO,https://www.aosfatos.org/noticias/no-roda-viva-doria-mente-ao-negar-declaracao-de-que-policiais-iam-atirar-para-matar/
"Em discurso no 7 de Setembro, Bolsonaro repete alegações falsas para atacar adversários e eleições","7 de setembro de 2021, 17h29","As ações de alguns governadores e alguns prefeitos, que simplesmente ignoraram a nossa Constituição, em especial os incisos do artigo 5º da mesma, onde tolheram a liberdade de expressão, tolheram o direito de ir e vir, proibiram vocês de trabalhar e frequentar templos e igrejas para a sua oração.",FALSO,https://www.aosfatos.org/noticias/em-discurso-no-7-de-setembro-bolsonaro-repete-alegacoes-falsas-para-atacar-adversarios-e-eleicoes/
"Em discurso no 7 de Setembro, Bolsonaro repete alegações falsas para atacar adversários e eleições","7 de setembro de 2021, 17h29","Nós queremos umas eleições limpas, democráticas, com voto auditável e contagem pública dos votos.",FALSO,https://www.aosfatos.org/noticias/em-discurso-no-7-de-setembro-bolsonaro-repete-alegacoes-falsas-para-atacar-adversarios-e-eleicoes/
"Na CPI, Hang falseia fatos sobre Covid-19, Sete de Setembro e empréstimos do BNDES","29 de setembro de 2021, 13h21",Eu estou falando que durante o governo do PT eu não peguei nenhum empréstimo do BNDES. Comprei máquinas através do Finame.,FALSO,https://www.aosfatos.org/noticias/luciano-hang-depoimento-cpi-covid/
Fakhoury cita informações falsas ao dizer na CPI da Covid-19 que vacinas são experimentais,"30 de setembro de 2021, 19h03",....elas [vacinas contra Covid-19] ainda hoje se encontram em estágio experimental...,FALSO,https://www.aosfatos.org/noticias/fakhoury-cita-informacoes-falsas-ao-dizer-na-cpi-da-covid-19-que-vacinas-sao-experimentais/
Citados em relatório da CPI da Covid-19 deram ao menos 85 declarações enganosas à comissão,"20 de outubro de 2021, 16h23","Em momento algum, o presidente da República me orientou, ou me encaminhou, ou me deu ordem para fazer nada diferente do que eu já estava fazendo – nada, absolutamente nada. -",FALSO,https://www.aosfatos.org/noticias/citados-em-relatorio-da-cpi-da-covid-19-deram-ao-menos-85-declaracoes-enganosas-a-comissao/
Citados em relatório da CPI da Covid-19 deram ao menos 85 declarações enganosas à comissão,"20 de outubro de 2021, 16h23",Eu não recomendei o uso da cloroquina nenhuma vez - ,FALSO,https://www.aosfatos.org/noticias/citados-em-relatorio-da-cpi-da-covid-19-deram-ao-menos-85-declaracoes-enganosas-a-comissao/
"Em entrevista ao podcast Podpah, Lula erra ao citar dados sobre fome e legado do PT na economia","3 de dezembro de 2021, 18h21","Por que aqui no Brasil tem 19 milhões de pessoas passando fome, quando nós acabamos com a fome em 2012?",FALSO,https://www.aosfatos.org/noticias/checamos-lula-entrevista-podcast-podpah/
Nunes Marques cita dados falsos e distorcidos ao defender igrejas abertas na pandemia,"8 de abril de 2021, 19h46","Aliás, a chanceler da Alemanha, Angela Merkel, que anteriormente planejava adotar plano de bloqueio, publicamente admitiu que isso era um erro e assumiu responsabilidade final pela reviravolta.",IMPRECISO,https://www.aosfatos.org/noticias/nunes-marques-cita-dados-falsos-e-distorcidos-ao-defender-igrejas-abertas-na-pandemia/
Nunes Marques cita dados falsos e distorcidos ao defender igrejas abertas na pandemia,"8 de abril de 2021, 19h46","É importante mencionar que, na Europa, vive-se fase aguda da pandemia. Mesmo assim, nesta Páscoa, na Alemanha, no Reino Unido e na Holanda, os templos permaneceram abertos e a celebração de cultos foi permitida, contanto com público reduzido e a utilização de algumas medidas de prevenção, como uso de máscaras e distanciamento social.",VERDADEIRO,https://www.aosfatos.org/noticias/nunes-marques-cita-dados-falsos-e-distorcidos-ao-defender-igrejas-abertas-na-pandemia/
Mandetta falseia fatos sobre a sua gestão na Saúde em depoimento à CPI da Covid-19,"4 de maio de 2021, 18h10","Em maio, depois de eu ter saído do ministério, é que a primeira vacina começa a ter o primeiro teste em humano, que é a fase 2.",FALSO,https://www.aosfatos.org/noticias/mandetta-falseia-fatos-sobre-sua-gestao-na-saude-em-depoimento-cpi-da-covid-19/
Mandetta falseia fatos sobre a sua gestão na Saúde em depoimento à CPI da Covid-19,"4 de maio de 2021, 18h10",Nós só fizemos transmissão comunitária depois do dia 24 de março.,FALSO,https://www.aosfatos.org/noticias/mandetta-falseia-fatos-sobre-sua-gestao-na-saude-em-depoimento-cpi-da-covid-19/
Mandetta falseia fatos sobre a sua gestão na Saúde em depoimento à CPI da Covid-19,"4 de maio de 2021, 18h10","Nós combatíamos naquela época [que esteve à frente do ministério] a teoria de que cidades quentes, tropicais, não vão ter problema. Eu alertava Manaus, tinha preocupação com Cuiabá",IMPRECISO,https://www.aosfatos.org/noticias/mandetta-falseia-fatos-sobre-sua-gestao-na-saude-em-depoimento-cpi-da-covid-19/
Mandetta falseia fatos sobre a sua gestão na Saúde em depoimento à CPI da Covid-19,"4 de maio de 2021, 18h10","A única coisa em relação à cloroquina que o Ministério da Saúde fez, após a consulta ao CFM [Conselho Federal de Medicina] e aos conselheiros todos, era para o uso compassivo, quando não há outro recurso terapêutico para pacientes graves",VERDADEIRO,https://www.aosfatos.org/noticias/mandetta-falseia-fatos-sobre-sua-gestao-na-saude-em-depoimento-cpi-da-covid-19/
Mandetta falseia fatos sobre a sua gestão na Saúde em depoimento à CPI da Covid-19,"4 de maio de 2021, 18h10",Na minha época não foi oferecida [vacina],VERDADEIRO,https://www.aosfatos.org/noticias/mandetta-falseia-fatos-sobre-sua-gestao-na-saude-em-depoimento-cpi-da-covid-19/
Mandetta falseia fatos sobre a sua gestão na Saúde em depoimento à CPI da Covid-19,"4 de maio de 2021, 18h10","Nós estamos em 410 mil [óbitos por Covid-19], ele [Osmar Terra] previu 800",VERDADEIRO,https://www.aosfatos.org/noticias/mandetta-falseia-fatos-sobre-sua-gestao-na-saude-em-depoimento-cpi-da-covid-19/
"Na CPI, Teich desinforma ao se eximir de responsabilidade sobre cloroquina","5 de maio de 2021, 17h17",Em momento algum [da minha gestão] a informação [sobre a pandemia] deixou de existir.,FALSO,https://www.aosfatos.org/noticias/na-cpi-teich-desinforma-ao-se-eximir-de-responsabilidade-sobre-cloroquina/
"Na CPI, Teich desinforma ao se eximir de responsabilidade sobre cloroquina","5 de maio de 2021, 17h17","Não, recebi ordem direta [do Bolsonaro] para liberar cloroquina.",CONTRADITÓRIO,https://www.aosfatos.org/noticias/na-cpi-teich-desinforma-ao-se-eximir-de-responsabilidade-sobre-cloroquina/
"Na CPI, Teich desinforma ao se eximir de responsabilidade sobre cloroquina","5 de maio de 2021, 17h17","No meu período, não tinha uma vacina ainda sendo comercializada, era ainda o começo do processo da vacina",VERDADEIRO,https://www.aosfatos.org/noticias/na-cpi-teich-desinforma-ao-se-eximir-de-responsabilidade-sobre-cloroquina/
"Na CPI, Teich desinforma ao se eximir de responsabilidade sobre cloroquina","5 de maio de 2021, 17h17","Com ele, especificamente, não senhor [sobre reunião com Paulo Guedes]",VERDADEIRO,https://www.aosfatos.org/noticias/na-cpi-teich-desinforma-ao-se-eximir-de-responsabilidade-sobre-cloroquina/
Queiroga cita dados falsos de vacinação e exagera ao dizer que Bolsonaro apoia imunizantes,"6 de maio de 2021, 15h16","No mês de abril, houve dias que ultrapassamos a meta de 1,8 milhão de indivíduos vacinados.",FALSO,https://www.aosfatos.org/noticias/queiroga-cita-dados-falsos-de-vacinacao-e-exagera-ao-dizer-que-bolsonaro-apoia-imunizantes/
Queiroga cita dados falsos de vacinação e exagera ao dizer que Bolsonaro apoia imunizantes,"6 de maio de 2021, 15h16","Não tratei com o presidente acerca de protocolo [para Covid-19], acerca de medicamentos. Não tive nenhuma conversa dessa natureza.",FALSO,https://www.aosfatos.org/noticias/queiroga-cita-dados-falsos-de-vacinacao-e-exagera-ao-dizer-que-bolsonaro-apoia-imunizantes/
Queiroga cita dados falsos de vacinação e exagera ao dizer que Bolsonaro apoia imunizantes,"6 de maio de 2021, 15h16",Hoje estamos assistindo a uma queda do número de casos [de Covid-19].,FALSO,https://www.aosfatos.org/noticias/queiroga-cita-dados-falsos-de-vacinacao-e-exagera-ao-dizer-que-bolsonaro-apoia-imunizantes/
Queiroga cita dados falsos de vacinação e exagera ao dizer que Bolsonaro apoia imunizantes,"6 de maio de 2021, 15h16",O presidente tem apoiado a campanha de vacinação.,EXAGERADO,https://www.aosfatos.org/noticias/queiroga-cita-dados-falsos-de-vacinacao-e-exagera-ao-dizer-que-bolsonaro-apoia-imunizantes/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10","Outro índice dos bons resultados encontra-se na balança comercial, onde atingimos, em 2019, o saldo de US$35 bilhões e, em 2020, o saldo recorde de US$50 bilhões.",FALSO,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10",Eu sou a favor de máscara.,CONTRADITÓRIO,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10",Os EUA adotaram uma posição desde o começo de proibição total de exportação de vacinas para qualquer país.,EXAGERADO,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10","Como eu procurei explicar, não temos nada contra o sistema multilateral.",IMPRECISO,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10","Manifestamos desde junho de 2020 a intenção de aderir ao consórcio Covax, da OMS, tão logo essa iniciativa foi definida e dela participamos ativamente desde então.",IMPRECISO,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Ernesto Araújo mente ao dizer que não provocou atritos com a China","18 de maio de 2021, 11h10",O Itamaraty executou a repatriação de mais de 38 mil brasileiros.,VERDADEIRO,https://www.aosfatos.org/noticias/na-cpi-ernesto-araujo-mente-ao-dizer-que-nao-provocou-atritos-com-china/
"Na CPI, Nise Yamaguchi defende 'tratamento precoce' com informações enganosas","1 de junho de 2021, 14h24","Agora, a questão da eficiência desses medicamentos [do 'tratamento precoce']... Por exemplo, no Amapá, nós temos um dos menores índices do mundo de mortalidade. Exatamente eles utilizam essas medidas conjuntas.",FALSO,https://www.aosfatos.org/noticias/na-cpi-nise-yamaguchi-defende-tratamento-precoce-com-informacoes-enganosas/
"Na CPI, Nise Yamaguchi defende 'tratamento precoce' com informações enganosas","1 de junho de 2021, 14h24",Esse dado [de que 84% das pessoas que foram parar nos hospitais estavam em isolamento] foi dado pelo governador de Nova York. Eles fizeram um estudo mostrando que os pacientes vinham de casa e que o lockdown somente não resolveria o problema.,FALSO,https://www.aosfatos.org/noticias/na-cpi-nise-yamaguchi-defende-tratamento-precoce-com-informacoes-enganosas/
"Na CPI, Nise Yamaguchi defende 'tratamento precoce' com informações enganosas","1 de junho de 2021, 14h24","Aqui, nós temos o México [que recomenda hoje o uso da hidroxicloroquina]...",FALSO,https://www.aosfatos.org/noticias/na-cpi-nise-yamaguchi-defende-tratamento-precoce-com-informacoes-enganosas/
